birth_date,depth_chart_position,search_full_name,espn_id,active,swish_id,gsis_id,last_name,fantasy_data_id,years_exp,team,sportradar_id,injury_body_part,status,weight,yahoo_id,kalshi_id,college,oddsjam_id,number,stats_id,age,injury_status,rotowire_id,first_name,full_name,sleeper_id,rotoworld_id,nflstats_id,position,headshot_url,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr
2002-03-21,SWR,parkerwashington,,True,1229074.0,,Washington,24143.0,2.0,JAX,c05863ec-3414-4ae6-a8d2-830aed99b6d3,,Active,204,,6599a162-f520-46bf-8858-83777c92bd54,Penn State,6C394246A6D8,11.0,,23.0,,16690.0,Parker,Parker Washington,9487,,00-0038606,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqgxayp6nrrpvwonksdm",2025,5,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,16,1,0,0,12,10,1,-3.3772036088921595,0,1.3333333333333333,0.12,0.05741626794258373,0.2201913875598086,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.6,9.6
2002-03-21,SWR,parkerwashington,,True,1229074.0,,Washington,24143.0,2.0,JAX,c05863ec-3414-4ae6-a8d2-830aed99b6d3,,Active,204,,6599a162-f520-46bf-8858-83777c92bd54,Penn State,6C394246A6D8,11.0,,23.0,,16690.0,Parker,Parker Washington,9487,,00-0038606,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqgxayp6nrrpvwonksdm",2025,6,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,4,29,0,0,0,70,7,2,2.65612648363458,0,0.4142857142857143,0.09523809523809523,0.21875,0.29598214285714286,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.9000000000000004,4.9
2002-03-21,SWR,parkerwashington,,True,1229074.0,,Washington,24143.0,2.0,JAX,c05863ec-3414-4ae6-a8d2-830aed99b6d3,,Active,204,,6599a162-f520-46bf-8858-83777c92bd54,Penn State,6C394246A6D8,11.0,,23.0,,16690.0,Parker,Parker Washington,9487,,00-0038606,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqgxayp6nrrpvwonksdm",2025,7,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,10,0,0,0,2,1.359641860704869,0,4,10,52,0,0,0,202,4,2,-2.319982752087526,0,0.25742574257425743,0.2127659574468085,0.38697318007662834,0.5900301622238526,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,6.2,10.2
1999-04-08,LWR,ceedeelamb,4241389.0,True,1062020.0,,Lamb,21679.0,5.0,DAL,a72ea15b-5199-4101-a300-846e1c655add,,Active,200,32687.0,7263bc21-1155-4723-954a-7ed5ee22bc0a,Oklahoma,85450367222D,88.0,,26.0,,14411.0,CeeDee,CeeDee Lamb,6786,,00-0036358,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijxzvtumjhqu3zva1bwc",2025,1,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,13,110,0,0,0,182,44,6,2.5406614210805856,0,0.6043956043956044,0.3939393939393939,0.5531914893617021,0.9781431334622823,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.0,18.0
1999-04-08,LWR,ceedeelamb,4241389.0,True,1062020.0,,Lamb,21679.0,5.0,DAL,a72ea15b-5199-4101-a300-846e1c655add,,Active,200,32687.0,7263bc21-1155-4723-954a-7ed5ee22bc0a,Oklahoma,85450367222D,88.0,,26.0,,14411.0,CeeDee,CeeDee Lamb,6786,,00-0036358,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijxzvtumjhqu3zva1bwc",2025,2,REG,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,9,11,112,0,0,0,121,16,4,5.992735911946511,0,0.9256198347107438,0.21153846153846154,0.3457142857142857,0.5593076923076923,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.200000000000001,20.200000000000003
1999-04-08,LWR,ceedeelamb,4241389.0,True,1062020.0,,Lamb,21679.0,5.0,DAL,a72ea15b-5199-4101-a300-846e1c655add,,Active,200,32687.0,7263bc21-1155-4723-954a-7ed5ee22bc0a,Oklahoma,85450367222D,88.0,,26.0,,14411.0,CeeDee,CeeDee Lamb,6786,,00-0036358,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijxzvtumjhqu3zva1bwc",2025,7,REG,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,8,110,1,0,0,83,60,3,4.082286024324507,0,1.3253012048192772,0.26666666666666666,0.3915094339622642,0.6740566037735849,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,17.0,22.0
2002-08-19,RB,buckyirving,,True,1287923.0,,Irving,24967.0,1.0,TB,c5249c6f-bd1b-4352-8228-de2bd499ca0d,Shoulder,Inactive,195,,3012395f-ace0-482d-a616-8c3f7a4918d8,Oregon,A45A1C03F17B,7.0,,23.0,Out,17784.0,Bucky,Bucky Irving,11584,,00-0039361,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",2025,1,REG,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,37,0,0,0,2,-5.0658991354866885,0,4,4,8,1,0,0,-5,13,1,0.3565397044294514,0,-1.6,0.13333333333333333,-0.014970059880239521,0.18952095808383235,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,10.5,14.5
2002-08-19,RB,buckyirving,,True,1287923.0,,Irving,24967.0,1.0,TB,c5249c6f-bd1b-4352-8228-de2bd499ca0d,Shoulder,Inactive,195,,3012395f-ace0-482d-a616-8c3f7a4918d8,Oregon,A45A1C03F17B,7.0,,23.0,Out,17784.0,Bucky,Bucky Irving,11584,,00-0039361,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",2025,2,REG,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,71,0,0,0,2,-0.030199295724742115,0,6,6,50,0,0,0,-13,63,2,2.3025020454078913,0,-3.8461538461538463,0.16666666666666666,-0.04276315789473684,0.22006578947368421,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.100000000000001,18.1
2002-08-19,RB,buckyirving,,True,1287923.0,,Irving,24967.0,1.0,TB,c5249c6f-bd1b-4352-8228-de2bd499ca0d,Shoulder,Inactive,195,,3012395f-ace0-482d-a616-8c3f7a4918d8,Oregon,A45A1C03F17B,7.0,,23.0,Out,17784.0,Bucky,Bucky Irving,11584,,00-0039361,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",2025,3,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,25,66,0,0,0,3,-10.224091524345567,0,4,4,33,0,0,0,-19,52,1,0.8630721794907004,0,-1.736842105263158,0.13793103448275862,-0.08189655172413793,0.1495689655172414,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.9,13.9
2002-08-19,RB,buckyirving,,True,1287923.0,,Irving,24967.0,1.0,TB,c5249c6f-bd1b-4352-8228-de2bd499ca0d,Shoulder,Inactive,195,,3012395f-ace0-482d-a616-8c3f7a4918d8,Oregon,A45A1C03F17B,7.0,,23.0,Out,17784.0,Bucky,Bucky Irving,11584,,00-0039361,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",2025,4,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,15,63,0,1,1,2,-5.808811533730477,0,5,5,102,1,0,0,-4,106,3,7.455027545569465,0,-25.5,0.1282051282051282,-0.012539184952978056,0.18353026284060764,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,20.5,25.5
1999-04-24,RWR,jerryjeudy,4241463.0,True,973935.0,,Jeudy,21692.0,5.0,CLE,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,Active,195,32685.0,666bc6ee-d966-4139-9978-93a215443ad0,Alabama,74F257A6F220,3.0,,26.0,,14458.0,Jerry,Jerry Jeudy,6783,,00-0036407,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,1,REG,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,8,66,0,0,0,97,10,4,-3.316123977623647,0,0.6804123711340206,0.19047619047619047,0.3553113553113553,0.5344322344322344,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,6.6000000000000005,11.600000000000001
1999-04-24,RWR,jerryjeudy,4241463.0,True,973935.0,,Jeudy,21692.0,5.0,CLE,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,Active,195,32685.0,666bc6ee-d966-4139-9978-93a215443ad0,Alabama,74F257A6F220,3.0,,26.0,,14458.0,Jerry,Jerry Jeudy,6783,,00-0036407,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,2,REG,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,8,51,0,0,0,105,9,2,-1.431483883294277,0,0.4857142857142857,0.1951219512195122,0.33653846153846156,0.5282598499061915,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.1000000000000005,9.100000000000001
1999-04-24,RWR,jerryjeudy,4241463.0,True,973935.0,,Jeudy,21692.0,5.0,CLE,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,Active,195,32685.0,666bc6ee-d966-4139-9978-93a215443ad0,Alabama,74F257A6F220,3.0,,26.0,,14458.0,Jerry,Jerry Jeudy,6783,,00-0036407,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,3,REG,GB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,5,17,0,0,0,90,0,1,-0.23316486505791545,0,0.18888888888888888,0.15151515151515152,0.3543307086614173,0.4753042233357194,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.7000000000000002,2.7
1999-04-24,RWR,jerryjeudy,4241463.0,True,973935.0,,Jeudy,21692.0,5.0,CLE,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,Active,195,32685.0,666bc6ee-d966-4139-9978-93a215443ad0,Alabama,74F257A6F220,3.0,,26.0,,14458.0,Jerry,Jerry Jeudy,6783,,00-0036407,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,4,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,9,48,0,0,0,149,9,2,-9.718769337487174,0,0.3221476510067114,0.2647058823529412,0.42939481268011526,0.6976351924054924,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.800000000000001,7.800000000000001
1999-04-24,RWR,jerryjeudy,4241463.0,True,973935.0,,Jeudy,21692.0,5.0,CLE,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,Active,195,32685.0,666bc6ee-d966-4139-9978-93a215443ad0,Alabama,74F257A6F220,3.0,,26.0,,14458.0,Jerry,Jerry Jeudy,6783,,00-0036407,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,5,REG,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,5,15,0,0,0,49,3,1,-2.789657897024881,0,0.30612244897959184,0.15625,0.23557692307692307,0.3992788461538461,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.5,3.5
